ticker,exchange,name,asset_type,type,sector,industry,status
ASST.US,NASDAQ,Strive Asset Management,Common Stock,Common Stock,,,active
ASTC.US,NASDAQ,Astrotech Corp,Common Stock,Common Stock,,,active
ASTE.US,NASDAQ,Astec Industries Inc,Common Stock,Common Stock,,,active
ASTH.US,NASDAQ,Astrana Health Inc,Common Stock,Common Stock,,,active
ASTI.US,NASDAQ,"Ascent Solar Technologies, Inc. Common Stock",Common Stock,Common Stock,,,active
ASTL.US,NASDAQ,Algoma Steel Group Inc,Common Stock,Common Stock,,,active
ASTS.US,NASDAQ,Ast Spacemobile Inc,Common Stock,Common Stock,,,active
ASUR.US,NASDAQ,Asure Software Inc,Common Stock,Common Stock,,,active
ASUUF.US,NASDAQ,A SPAC II Acquisition Corp.,Common Stock,Common Stock,,,active
ASYS.US,NASDAQ,Amtech Systems Inc,Common Stock,Common Stock,,,active
ATAI.US,NASDAQ,ATAI Life Sciences BV,Common Stock,Common Stock,,,active
ATAT.US,NASDAQ,Atour Lifestyle Holdings Limited American Depositary Shares,Common Stock,Common Stock,,,active
ATEC.US,NASDAQ,Alphatec Holdings Inc,Common Stock,Common Stock,,,active
ATER.US,NASDAQ,Aterian Inc,Common Stock,Common Stock,,,active
ATEX.US,NASDAQ,Anterix Inc,Common Stock,Common Stock,,,active
ATGL.US,NASDAQ,Alpha Technology Group Limited Ordinary Shares,Common Stock,Common Stock,,,active
ATHA.US,NASDAQ,Athira Pharma Inc,Common Stock,Common Stock,,,active
ATHE.US,NASDAQ,Alterity Therapeutics Ltd,Common Stock,Common Stock,,,active
ATHR.US,NASDAQ,"Aether Holdings, Inc.",Common Stock,Common Stock,,,active
ATHS.US,NYSE,Athene Holding Ltd. 7.250% Fixed,Common Stock,,,,active
ATII.US,NASDAQ,Archimedes Tech SPAC Partners II Co. Ordinary Shares,Common Stock,Common Stock,,,active
ATIIU.US,NASDAQ,Archimedes Tech SPAC Partners II Co. Unit,Common Stock,Common Stock,,,active
ATLC.US,NASDAQ,Atlanticus Holdings Corporation,Common Stock,Common Stock,,,active
ATLN.US,NASDAQ,Atlantic International Corp. Common Stock,Common Stock,Common Stock,,,active
ATLO.US,NASDAQ,Ames National Corporation,Common Stock,Common Stock,,,active
ATLX.US,NASDAQ,Atlas Lithium Corporation Common Stock,Common Stock,Common Stock,,,active
ATMC.US,NASDAQ,AlphaTime Acquisition Corp Ordinary Shares,Common Stock,Common Stock,,,active
ATNI.US,NASDAQ,ATN International Inc,Common Stock,Common Stock,,,active
ATOM.US,NASDAQ,Atomera Inc,Common Stock,Common Stock,,,active
ATON.US,NASDAQ,AlphaTON Capital Corp.,Common Stock,Common Stock,,,active
ATOS.US,NASDAQ,Atossa Genetics Inc,Common Stock,Common Stock,,,active
ATPC.US,NASDAQ,Agape ATP Corporation Common Stock,Common Stock,Common Stock,,,active
ATRA.US,NASDAQ,Atara Biotherapeutics Inc,Common Stock,Common Stock,,,active
ATRC.US,NASDAQ,AtriCure Inc,Common Stock,Common Stock,,,active
ATRO.US,NASDAQ,Astronics Corporation,Common Stock,Common Stock,,,active
ATXG.US,NASDAQ,Addentax Group Corp,Common Stock,Common Stock,,,active
ATXS.US,NASDAQ,Astria Therapeutics Inc,Common Stock,Common Stock,,,active
ATYR.US,NASDAQ,"aTyr Pharma, Inc.",Common Stock,Common Stock,,,active
AUBN.US,NASDAQ,Auburn National Bancorporation Inc,Common Stock,Common Stock,,,active
AUDC.US,NASDAQ,AudioCodes Ltd,Common Stock,Common Stock,,,active
AUGO.US,NASDAQ,Aura Minerals Inc. Common Shares,Common Stock,Common Stock,,,active
AUID.US,NASDAQ,authID Inc.,Common Stock,Common Stock,,,active
AUPH.US,NASDAQ,Aurinia Pharmaceuticals Inc,Common Stock,Common Stock,,,active
AUR.US,NASDAQ,Aurora Innovation Inc,Common Stock,Common Stock,,,active
AURA.US,NASDAQ,Aura Biosciences Inc,Common Stock,Common Stock,,,active
AURE.US,NASDAQ,Prestige Wealth Inc.,Common Stock,Common Stock,,,active
AUROW.US,NASDAQ,Aurora Innovation Inc,Common Stock,Common Stock,,,active
AUTL.US,NASDAQ,Autolus Therapeutics Ltd,Common Stock,Common Stock,,,active
AUUD.US,NASDAQ,Auddia Inc,Common Stock,Common Stock,,,active
AUUDW.US,NASDAQ,Auddia Inc,Common Stock,Common Stock,,,active
AVAH.US,NASDAQ,Aveanna Healthcare Holdings Inc,Common Stock,Common Stock,,,active
AVAV.US,NASDAQ,AeroVironment Inc,Common Stock,Common Stock,,,active
AVBP.US,NASDAQ,"ArriVent BioPharma, Inc. Common Stock",Common Stock,Common Stock,,,active
AVDL.US,NASDAQ,Avadel Pharmaceuticals PLC,Common Stock,Common Stock,,,active
AVIR.US,NASDAQ,Atea Pharmaceuticals Inc,Common Stock,Common Stock,,,active
AVNW.US,NASDAQ,Aviat Networks Inc,Common Stock,Common Stock,,,active
AVO.US,NASDAQ,Mission Produce Inc,Common Stock,Common Stock,,,active
AVPT.US,NASDAQ,Avepoint Inc,Common Stock,Common Stock,,,active
AVR.US,NASDAQ,Anteris Technologies Global Corp. Common Stock,Common Stock,Common Stock,,,active
AVT.US,NASDAQ,Avnet Inc,Common Stock,Common Stock,,,active
AVTX.US,NASDAQ,Avalo Therapeutics Inc,Common Stock,Common Stock,,,active
AVX.US,NASDAQ,Avax One Technology Ltd.,Common Stock,Common Stock,,,active
AVXL.US,NASDAQ,Anavex Life Sciences Corp,Common Stock,Common Stock,,,active
AWRE.US,NASDAQ,Aware Inc,Common Stock,Common Stock,,,active
AXG.US,NASDAQ,Solowin Holdings,Common Stock,Common Stock,,,active
AXGN.US,NASDAQ,Axogen Inc,Common Stock,Common Stock,,,active
AXIN.US,NASDAQ,Axiom Intelligence Acquisition Corp 1 Class A Ordinary Shares,Common Stock,Common Stock,,,active
AXON.US,NASDAQ,Axon Enterprise Inc.,Common Stock,Common Stock,,,active
AXSM.US,NASDAQ,Axsome Therapeutics Inc,Common Stock,Common Stock,,,active
AXTI.US,NASDAQ,AXT Inc,Common Stock,Common Stock,,,active
AYTU.US,NASDAQ,Aytu BioScience Inc,Common Stock,Common Stock,,,active
AZ.US,NASDAQ,A2Z Smart Technologies Corp,Common Stock,Common Stock,,,active
AZI.US,NASDAQ,Autozi Internet Technology (Global) Ltd. Class A Ordinary Shares,Common Stock,Common Stock,,,active
AZN.US,NASDAQ,AstraZeneca PLC,Common Stock,Common Stock,,,active
AZTA.US,NASDAQ,Azenta Inc,Common Stock,Common Stock,,,active
BACC.US,NASDAQ,Blue Acquisition Corp. Class A Ordinary Shares,Common Stock,Common Stock,,,active
BACQ.US,NASDAQ,Bleichroeder Acquisition Corp. I Class A Ordinary Shares,Common Stock,Common Stock,,,active
BACQU.US,NASDAQ,Bleichroeder Acquisition Corp. I Unit,Common Stock,Common Stock,,,active
BAER.US,NASDAQ,"Bridger Aerospace Group Holdings, Inc. Common Stock",Common Stock,Common Stock,,,active
BAERW.US,NASDAQ,"Bridger Aerospace Group Holdings, Inc. Warrant",Common Stock,Common Stock,,,active
BAFN.US,NASDAQ,Bayfirst Financial Corp,Common Stock,Common Stock,,,active
BAND.US,NASDAQ,Bandwidth Inc,Common Stock,Common Stock,,,active
BANF.US,NASDAQ,BancFirst Corporation,Common Stock,Common Stock,,,active
BANL.US,NASDAQ,CBL International Limited Ordinary Shares,Common Stock,Common Stock,,,active
BANR.US,NASDAQ,Banner Corporation,Common Stock,Common Stock,,,active
BANX.US,NASDAQ,Arrowmark Financial Corp,Common Stock,Common Stock,,,active
BANXR.US,NASDAQ,ArrowMark Financial Corp. Right,Common Stock,Common Stock,,,active
BAOS.US,NASDAQ,Baosheng Media Group Holdings Ltd,Common Stock,Common Stock,,,active
BATRA.US,NASDAQ,"Atlanta Braves Holdings, Inc. Series A Common Stock",Common Stock,Common Stock,,,active
BATRK.US,NASDAQ,"Atlanta Braves Holdings, Inc. Series C Common Stock",Common Stock,Common Stock,,,active
BAYA.US,NASDAQ,Bayview Acquisition Corp Class A Ordinary Shares,Common Stock,Common Stock,,,active
BAYAR.US,NASDAQ,Bayview Acquisition Corp Right,Common Stock,Common Stock,,,active
BAYAU.US,NASDAQ,Bayview Acquisition Corp Unit,Common Stock,Common Stock,,,active
BBBY.US,NYSE,"Bed Bath & Beyond, Inc.",Common Stock,,,,active
BBCP.US,NASDAQ,Concrete Pumping Holdings Class A,Common Stock,Common Stock,,,active
BBCQ.US,NASDAQ,Bleichroeder Acquisition Corp. II Class A Ordinary Shares,Common Stock,Common Stock,,,active
BBCQW.US,NASDAQ,Bleichroeder Acquisition Corp. II Warrants,Common Stock,Common Stock,,,active
BBGI.US,NASDAQ,Beasley Broadcast Group Inc,Common Stock,Common Stock,,,active
BBIO.US,NASDAQ,BridgeBio Pharma Inc,Common Stock,Common Stock,,,active
BBLG.US,NASDAQ,Bone Biologics Corp,Common Stock,Common Stock,,,active
BBNX.US,NASDAQ,"Beta Bionics, Inc. Common Stock",Common Stock,Common Stock,,,active
BBOT.US,NASDAQ,"BridgeBio Oncology Therapeutics, Inc.",Common Stock,Common Stock,,,active
BBSI.US,NASDAQ,Barrett Business Services Inc,Common Stock,Common Stock,,,active
BCAB.US,NASDAQ,Bioatla Inc,Common Stock,Common Stock,,,active
BCAL.US,NASDAQ,Southern California Bancorp Common Stock,Common Stock,Common Stock,,,active
BCAR.US,NASDAQ,D. Boral ARC Acquisition I Corp. Class A Ordinary Shares,Common Stock,Common Stock,,,active
BCAX.US,NASDAQ,Bicara Therapeutics Inc. Common Stock,Common Stock,Common Stock,,,active
BCBP.US,NASDAQ,BCB Bancorp Inc,Common Stock,Common Stock,,,active
BCDA.US,NASDAQ,Biocardia Inc,Common Stock,Common Stock,,,active
BCG.US,NASDAQ,"Binah Capital Group, Inc. Common Stock",Common Stock,Common Stock,,,active
BCIC.US,NASDAQ,BCP Investment Corp.,Common Stock,Common Stock,,,active
BCLI.US,NASDAQ,Brainstorm Cell Therapeutics Inc,Common Stock,Common Stock,,,active
BCML.US,NASDAQ,BayCom Corp,Common Stock,Common Stock,,,active
BCOW.US,NASDAQ,1895 of Wisconsin Inc Bancorp,Common Stock,Common Stock,,,active
BCPC.US,NASDAQ,Balchem Corporation,Common Stock,Common Stock,,,active
BCRX.US,NASDAQ,BioCryst Pharmaceuticals Inc,Common Stock,Common Stock,,,active
BCTX.US,NASDAQ,Briacell Therapeutics Corp,Common Stock,Common Stock,,,active
BCTXL.US,NASDAQ,BriaCell Therapeutics Corp. Warrant expiring 2031,Common Stock,Common Stock,,,active
BCTXW.US,NASDAQ,BriaCell Therapeutics Corp,Common Stock,Common Stock,,,active
BCYC.US,NASDAQ,Bicycle Therapeutics Ltd,Common Stock,Common Stock,,,active
BDMD.US,NASDAQ,Baird Medical Investment Holdings Limited,Common Stock,Common Stock,,,active
BDMDW.US,NASDAQ,Baird Medical Investment Holdings Limited,Common Stock,Common Stock,,,active
BDRX.US,NASDAQ,Biodexa Pharmaceticals,Common Stock,Common Stock,,,active
BDSX.US,NASDAQ,Biodesix Inc,Common Stock,Common Stock,,,active
BDTX.US,NASDAQ,Black Diamond Therapeutics Inc,Common Stock,Common Stock,,,active
BEAG.US,NASDAQ,Bold Eagle Acquisition Corp. Class A Ordinary Shares,Common Stock,Common Stock,,,active
BEAGR.US,NASDAQ,Bold Eagle Acquisition Corp. Right,Common Stock,Common Stock,,,active
BEAGU.US,NASDAQ,Bold Eagle Acquisition Corp. Units,Common Stock,Common Stock,,,active
BEAM.US,NASDAQ,Beam Therapeutics Inc,Common Stock,Common Stock,,,active
BEAT.US,NASDAQ,Heartbeam Inc,Common Stock,Common Stock,,,active
BEEM.US,NASDAQ,Beam Global,Common Stock,Common Stock,,,active
BEEP.US,NASDAQ,Mobile Infrastructure Corporation,Common Stock,Common Stock,,,active
BELFA.US,NASDAQ,Bel Fuse A Inc,Common Stock,Common Stock,,,active
BELFB.US,NASDAQ,Bel Fuse B Inc,Common Stock,Common Stock,,,active
BENF.US,NASDAQ,Beneficient Class A Common Stock,Common Stock,Common Stock,,,active
BEPH.US,NYSE,Brookfield BRP Holdings (Canada (BEPH),Common Stock,,,,active
BEPI.US,NYSE,Brookfield BRP Holdings (Canada (BEPI),Common Stock,,,,active
BEPJ.US,NYSE,Brookfield Renewable Partners L.P.,Common Stock,,,,active
BETR.US,NASDAQ,Better Home & Finance Holding Company,Common Stock,Common Stock,,,active
BETRW.US,NASDAQ,Better Home & Finance Holding Company,Common Stock,Common Stock,,,active
BFC.US,NASDAQ,Bank First National Corp,Common Stock,Common Stock,,,active
BFRG.US,NASDAQ,"Bullfrog AI Holdings, Inc. Common Stock",Common Stock,Common Stock,,,active
BFRGW.US,NASDAQ,"Bullfrog AI Holdings, Inc. Warrants",Common Stock,Common Stock,,,active
BFRI.US,NASDAQ,Biofrontera Inc,Common Stock,Common Stock,,,active
BFST.US,NASDAQ,Business First Bancshares Inc,Common Stock,Common Stock,,,active
BGC.US,NASDAQ,BGC Group Inc. ,Common Stock,Common Stock,,,active
BGIN.US,NASDAQ,Bgin Blockchain Limited Class A Ordinary Shares,Common Stock,Common Stock,,,active
BGL.US,NASDAQ,Blue Gold Limited Class A Ordinary Shares,Common Stock,Common Stock,,,active
BGLC.US,NASDAQ,BioNexus Gene Lab Corp Common stock,Common Stock,Common Stock,,,active
BGM.US,NASDAQ,Qilian International Holding Group Limited,Common Stock,Common Stock,,,active
BGMS.US,NASDAQ,"Bio Green Med Solution, Inc.",Common Stock,Common Stock,,,active
BHAT.US,NASDAQ,Blue Hat Interactive Entertainment ,Common Stock,Common Stock,,,active
BHF.US,NASDAQ,Brighthouse Financial Inc,Common Stock,Common Stock,,,active
BHFAL.US,NASDAQ,Brighthouse Financial Inc,Common Stock,Common Stock,,,active
BHRB.US,NASDAQ,Burke & Herbert Financial Services Corp. Common Stock,Common Stock,Common Stock,,,active
BIAF.US,NASDAQ,"bioAffinity Technologies, Inc.",Common Stock,Common Stock,,,active
BIDU.US,NASDAQ,Baidu Inc,Common Stock,Common Stock,,,active
BIIB.US,NASDAQ,Biogen Inc,Common Stock,Common Stock,,,active
BILI.US,NASDAQ,Bilibili Inc,Common Stock,Common Stock,,,active
BIMI.US,NASDAQ,Bimi International Medical Inc,Common Stock,Common Stock,,,active
BINI.US,NASDAQ,"Bollinger Innovations, Inc.",Common Stock,Common Stock,,,active
BIOA.US,NASDAQ,"BioAge Labs, Inc",Common Stock,Common Stock,,,active
BIOCQ.US,NASDAQ,Biocept Inc.,Common Stock,Common Stock,,,active
BIORQ.US,NASDAQ,"Biora Therapeutics, Inc.",Common Stock,Common Stock,,,active
BIOX.US,NASDAQ,Bioceres Crop Solutions Corp,Common Stock,Common Stock,,,active
BIPI.US,NYSE,BIP Bermuda Holdings I Limited,Common Stock,,,,active
BIPJ.US,NYSE,Brookfield Infrastructure Finance ULC,Common Stock,,,,active
BIRD.US,NASDAQ,Allbirds Inc,Common Stock,Common Stock,,,active
BITF.US,NASDAQ,Bitfarms Ltd,Common Stock,Common Stock,,,active
BIVI.US,NASDAQ,Biovie Inc,Common Stock,Common Stock,,,active
BIXI.US,NASDAQ,Bitcoin Infrastructure Acquisition Corp Ltd. Class A Ordinary Shares,Common Stock,Common Stock,,,active
BIYA.US,NASDAQ,Baiya International Group Inc. Ordinary Shares,Common Stock,Common Stock,,,active
BJDX.US,NASDAQ,Bluejay Diagnostics Inc,Common Stock,Common Stock,,,active
BJRI.US,NASDAQ,BJs Restaurants Inc,Common Stock,Common Stock,,,active
BKHA.US,NASDAQ,Black Hawk Acquisition Corporation,Common Stock,Common Stock,,,active
BKHAR.US,NASDAQ,Black Hawk Acquisition Corporation Rights,Common Stock,Common Stock,,,active
BKHAU.US,NASDAQ,Black Hawk Acquisition Corporation Units,Common Stock,Common Stock,,,active
BKNG.US,NASDAQ,Booking Holdings Inc,Common Stock,Common Stock,,,active
BKR.US,NASDAQ,Baker Hughes Co,Common Stock,Common Stock,,,active
BKYI.US,NASDAQ,BIO-Key International Inc,Common Stock,Common Stock,,,active
BL.US,NASDAQ,Blackline Inc,Common Stock,Common Stock,,,active
BLBD.US,NASDAQ,Blue Bird Corp,Common Stock,Common Stock,,,active
BLBX.US,NASDAQ,Blackboxstocks Inc,Common Stock,Common Stock,,,active
BLDP.US,NASDAQ,Ballard Power Systems Inc,Common Stock,Common Stock,,,active
BLFS.US,NASDAQ,BioLife Solutions Inc,Common Stock,Common Stock,,,active
BLFY.US,NASDAQ,Blue Foundry Bancorp,Common Stock,Common Stock,,,active
BLIN.US,NASDAQ,Bridgeline Digital Inc,Common Stock,Common Stock,,,active
BLIV.US,NASDAQ,BeLive Holdings Ordinary Share,Common Stock,Common Stock,,,active
BLKB.US,NASDAQ,Blackbaud Inc,Common Stock,Common Stock,,,active
BLLN.US,NASDAQ,"BillionToOne, Inc. Class A Common Stock",Common Stock,Common Stock,,,active
BLMN.US,NASDAQ,Bloomin Brands Inc,Common Stock,Common Stock,,,active
BLMZ.US,NASDAQ,BloomZ Inc. Ordinary Shares,Common Stock,Common Stock,,,active
BLMZF.US,NASDAQ,Harrison Global Holdings Inc.,Common Stock,Common Stock,,,active
BLNE.US,NASDAQ,"Eastside Distilling, Inc.",Common Stock,Common Stock,,,active
BLNK.US,NASDAQ,Blink Charging Co,Common Stock,Common Stock,,,active
BLRX.US,NASDAQ,BioLineRx Ltd,Common Stock,Common Stock,,,active
BLTE.US,NASDAQ,Belite Bio Inc ADR,Common Stock,Common Stock,,,active
BLUW.US,NASDAQ,Blue Water Acquisition Corp. III Class A Ordinary Shares,Common Stock,Common Stock,,,active
BLUWU.US,NASDAQ,Blue Water Acquisition Corp. III Unit.,Common Stock,Common Stock,,,active
BLZE.US,NASDAQ,Backblaze Inc,Common Stock,Common Stock,,,active
BLZR.US,NASDAQ,Trailblazer Acquisition Corp. Class A Ordinary Shares,Common Stock,Common Stock,,,active
BMBL.US,NASDAQ,Bumble Inc,Common Stock,Common Stock,,,active
BMEA.US,NASDAQ,Biomea Fusion Inc,Common Stock,Common Stock,,,active
BMGL.US,NASDAQ,Basel Medical Group Ltd Ordinary Shares,Common Stock,Common Stock,,,active
BMHL.US,NASDAQ,Bluemount Holdings Limited Class B Ordinary Shares,Common Stock,Common Stock,,,active
BMR.US,NASDAQ,Beamr Imaging Ltd. Ordinary Share,Common Stock,Common Stock,,,active
BMRA.US,NASDAQ,Biomerica Inc,Common Stock,Common Stock,,,active
BMRC.US,NASDAQ,Bank of Marin Bancorp,Common Stock,Common Stock,,,active
BMRN.US,NASDAQ,Biomarin Pharmaceutical Inc,Common Stock,Common Stock,,,active
BNAI.US,NASDAQ,Brand Engagement Network Inc,Common Stock,Common Stock,,,active
BNAIW.US,NASDAQ,Brand Engagement Network Inc,Common Stock,Common Stock,,,active
BNBX.US,NASDAQ,"Applied DNA Sciences, Inc.",Common Stock,Common Stock,,,active
BNC.US,NASDAQ,CEA Industries Inc.,Common Stock,Common Stock,,,active
BNGO.US,NASDAQ,Bionano Genomics Inc,Common Stock,Common Stock,,,active
BNH.US,NYSE,NASDAQ DM Ex US Industrials Ind,Common Stock,,,,active
BNKK.US,NASDAQ,"Bonk, Inc.",Common Stock,Common Stock,,,active
BNR.US,NASDAQ,Burning Rock Biotech Ltd,Common Stock,Common Stock,,,active
BNRG.US,NASDAQ,Brenmiller Energy Ltd Ordinary Shares,Common Stock,Common Stock,,,active
BNTC.US,NASDAQ,Benitec Biopharma Ltd ADR,Common Stock,Common Stock,,,active
BNTX.US,NASDAQ,BioNTech SE,Common Stock,Common Stock,,,active
BNZI.US,NASDAQ,Banzai International Inc,Common Stock,Common Stock,,,active
BNZIW.US,NASDAQ,Banzai International Inc,Common Stock,Common Stock,,,active
BOED.US,NASDAQ,Direxion Daily BA Bear 1X Shares,Common Stock,Common Stock,,,active
BOEU.US,NASDAQ,Direxion Daily BA Bull 2X Shares,Common Stock,Common Stock,,,active
BOF.US,NASDAQ,BranchOut Food Inc. Common Stock,Common Stock,Common Stock,,,active
BOKF.US,NASDAQ,BOK Financial Corporation,Common Stock,Common Stock,,,active
BOLD.US,NASDAQ,"Boundless Bio, Inc. Common Stock",Common Stock,Common Stock,,,active
BOLT.US,NASDAQ,Bolt Biotherapeutics,Common Stock,Common Stock,,,active
BON.US,NASDAQ,Bon Natural Life Ltd,Common Stock,Common Stock,,,active
BOOM.US,NASDAQ,Dmc Global Inc,Common Stock,Common Stock,,,active
BOSC.US,NASDAQ,BOS Better Online Solutions,Common Stock,Common Stock,,,active
BOTJ.US,NASDAQ,Bank of the James Financial Group,Common Stock,Common Stock,,,active
BOWN.US,NASDAQ,Bowen Acquisition Corp Ordinary Shares,Common Stock,Common Stock,,,active
BOXL.US,NASDAQ,Boxlight Corp Class A,Common Stock,Common Stock,,,active
BPOP.US,NASDAQ,Popular Inc,Common Stock,Common Stock,,,active
BPRN.US,NASDAQ,Bank Of Princeton,Common Stock,Common Stock,,,active
BRAG.US,NASDAQ,Bragg Gaming Group Inc,Common Stock,Common Stock,,,active
BRBI.US,NASDAQ,BRBI BR Partners S.A. ADSs,Common Stock,Common Stock,,,active
BRCB.US,NASDAQ,"Black Rock Coffee Bar, Inc. Class A Common Stock",Common Stock,Common Stock,,,active
BREA.US,NASDAQ,Brera Holdings PLC Class B Ordinary Shares,Common Stock,Common Stock,,,active
BRFH.US,NASDAQ,Barfresh Food Group Inc,Common Stock,Common Stock,,,active
BRID.US,NASDAQ,Bridgford Foods Corporation,Common Stock,Common Stock,,,active
BRK.B.US,NYSE,Berkshire Hathaway Inc,Common Stock,,,,
BRKR.US,NASDAQ,Bruker Corporation,Common Stock,Common Stock,,,active
BRLS.US,NASDAQ,Borealis Foods Inc.,Common Stock,Common Stock,,,active
BRLSW.US,NASDAQ,Borealis Foods Inc,Common Stock,Common Stock,,,active
BRLT.US,NASDAQ,Brilliant Earth Group Inc,Common Stock,Common Stock,,,active
BRNS.US,NASDAQ,Barinthus Biotherapeutics plc,Common Stock,Common Stock,,,active
BRQSF.US,NASDAQ,Borqs Technologies Inc.,Common Stock,Common Stock,,,active
BRR.US,NASDAQ,Columbus Circle Capital Corp I,Common Stock,Common Stock,,,active
BRRWW.US,NASDAQ,Columbus Circle Capital Corp I,Common Stock,Common Stock,,,active
BRSHF.US,NASDAQ,Bruush Oral Care Inc.,Common Stock,Common Stock,,,active
BRTX.US,NASDAQ,BioRestorative Therapies Inc,Common Stock,Common Stock,,,active
BRZE.US,NASDAQ,Braze Inc,Common Stock,Common Stock,,,active
BSAA.US,NASDAQ,BEST SPAC I Acquisition Corp. Class A Ordinary Shares,Common Stock,Common Stock,,,active
BSBK.US,NASDAQ,Bogota Financial Corp,Common Stock,Common Stock,,,active
BSET.US,NASDAQ,Bassett Furniture Industries,Common Stock,Common Stock,,,active
BSLK.US,NASDAQ,"Bolt Projects Holdings, Inc.",Common Stock,Common Stock,,,active
BSLKW.US,NASDAQ,"Bolt Projects Holdings, Inc.",Common Stock,Common Stock,,,active
BSRR.US,NASDAQ,Sierra Bancorp,Common Stock,Common Stock,,,active
BSVN.US,NASDAQ,Bank7 Corp,Common Stock,Common Stock,,,active
